key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk,pr
PHONECARD_ART,"The ,the ,A ,a ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"는,가,를,와,로","La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Karty Telefonicznej,Karcie Telefonicznej,Kartę Telefoniczną,a","Die ,die ,Die ,die ,die ,Die ,die ,Deine ,deine ,diese ,sie,alte,wurde,war","таксофонная карта,таксофонной карты,таксофонной карте,таксофонную карту,таксофонной карте,,а,ена,ась,ит,её","телефонна картка,телефонної картки,телефонній картці,телефонну картку,,,ла,а,е,ить,її",
PSISTONE_NAME,PSI Stone,Pierre PSI,Pietra PSI,サイパワーストーン,PSI 돌,Piedra PSI,Piedra PSI,Pedra PSI,Kamień PSI,PSI-Stein,Психокамешек,ПСИ камінь,
PSISTONE_DESC,Psionic power in solid form.\nRestores [ItemValue] PP @ ,Du pouvoir psionique sous forme solide.\nRend [ItemValue] PP @ ,Potere psichico in forma solida.\nRipristina [ItemValue] PP @ ,PSIパワーが　ひめられた　いし。\nにぎると　ＰＰを[ItemValue]かいふく＠,PSI 파워를 지닌 돌.\nPP를 [ItemValue]만큼 회복한다 ＠ ,Poder psiónico en estado sólido.\nRestaura [ItemValue] PP @ ,Poder psiónico en estado sólido.\nRecupera [ItemValue] PP @ ,Poder psiônico em forma sólida.\nRecupera [ItemValue] PP @ ,Moc psioniczna w solidnej formie.\nPrzywraca [ItemValue] PP @ ,PSI-Kraft in fester Form.\nStellt [ItemValue] PP wieder her @ ,Псионическая энергия в твёрдом состоянии.\nВосстан. [ItemValue] ОП @ ,Псионічна сила у твердому стані.\nВідновлює [ItemValue] ОП @ ,
PSISTONE_ART,"The ,the ,A ,a ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"은,이,을,과,로","La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Kamienia PSI,Kamieniowi PSI,Kamień PSI,","Der ,der ,Ein ,ein ,einen ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","психокамешек,психокамешка,психокамешку,психокамешек,психокамешке,,,ён,ся,ит,его","ПСИ камінь,ПСИ каменя,ПСИ каменю,ПСИ камінь,,,в,ий,е,ить,його",
REALROCKET_NAME,Real Rocket,Vraie Fusée,Razzo vero,ロケット(ほんもの),로켓 (진품),Cohete real,Cohete de verdad,Foguete Real,Prawdziwa Rakieta,Echte Rakete,Настоящая ракета,Справжня ракета,
REALROCKET_DESC,,,,,,,,,,,,,
REALROCKET_ART,"The ,the ,The ,the ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","Il ,il ,Del ,del ,questo ,o,uo,il",,"은,이,을,과,으로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Prawdziwej Rakiety,Prawdziwej Rakiecie,Prawdziwą Rakietę,a","Die ,die ,Eine ,eine ,eine ,Die ,die ,Deine ,deine ,diese ,sie,alte,wurde,war","настоящая ракета,настоящей ракеты,настоящей ракете,настоящую ракету,настоящей ракете,,а,ена,ась,ит,её","справжня ракета,справжньої ракети,справжній ракеті,справжню ракету,,,ла,а,е,ить,її",
REDBANDANA_NAME,Red Bandana,Bandana rouge,Bandana rossa,あかいバンダナ,붉은 반다나,Pañuelo rojo,Pañuelo rojo,Bandana Vermelha,Czerwona Bandana,Rotes Halstuch,Красная бандана,Червона бандана,
REDBANDANA_DESC,A bandana for the adventurous type.\nBody @ Defense +[ItemValue].,Un bandana pour les aventuriers.\nCorps @ Défense +[ItemValue].,Una bandana per gli avventurosi.\nCorpo @ Difesa +[ItemValue].,こころにつける　いさましい　バンダナ。\nボディ＠ディフェンス＋[ItemValue],용감한 반다나.\n몸 ＠ 디펜스 +[ItemValue].,Un pañuelo para aventureros.\nCuerpo @ Defensa +[ItemValue].,Un pañuelo para los aventureros.\nCuerpo @ Defensa +[ItemValue].,Uma bandana digna de um aventureiro.\nCorpo @ Defesa +[ItemValue].,Bandana dla poszukiwaczy przygód.\nCiało @ Obrona +[ItemValue].,Ein Halstuch für die Abenteuerlustigen.\nKörper @ Verteidigung +[ItemValue].,Бандана искателя приключений.\nТело @ Защита +[ItemValue].,Бандана для шукачів пригод.\nТіло @ Захист +[ItemValue],
REDBANDANA_ART,"The ,the ,A ,a ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"는,가,를,와,로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Czerwonej Bandany,Czerwonej Bandanie,Czerwoną Bandanę,a","Ein ,ein ,Ein ,ein ,ein ,Ein ,ein ,Dein ,dein ,ein ,es,altes,wurde,war","красная бандана,красной банданы,красной бандане,красную бандану,красной бандане,,а,ена,ась,ит,её","червона бандана,червоної бандани,червоній бандані,червону бандану,,,ла,а,е,ить,її",
REPELRING_NAME,Repel Ring,Anneau répulsif,Anello repellente,まよけのゆびわ,액막이 반지,Anillo repelente,Anillo repelente,Anel Repelente,Pierścień Odstraszenia,Ringschutz,Отталкив. кольцо,Кільце-репелент,
REPELRING_DESC,Greatly increases your chances of running away from battle.,,Aumenta di molto la probabilità di fuggire da una battaglia.,,전투에서 도망칠 가능성이 크게 높아진다.,Aumenta enormemente tus posibilidades de huir de la batalla.,Aumenta enormemente la probabilidad de huir de la batalla.,Aumenta bastante suas chances de fugir da batalha.,,"Erhöht erheblich deine Chance, aus einem Kampf fliehen zu können.",Сильно повышает шанс побега с поля боя.,,
REPELRING_ART,"The ,the ,A ,a ,this ,it,was","L',l',Un ,un ,cet ,,on,votre ,le ,d',a","L',l',Dell',dell',questo ,o,uo,il",,"는,가,를,와,로","El ,el ,El ,el ,este ,o,,","El ,el ,El ,el ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Pierścienia Odstraszenia,Pierścieniowi Odstraszenia,Pierścień Odstraszenia,","Der ,der ,Ein ,ein ,einen ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","отталкивающее кольцо,отталкивающего кольца,отталкивающему кольцу,отталкивающее кольцо,отталкивающем кольце,,о,ено,ось,ит,его","кільце-репелент,кільця-репелента,кільцю-репеленту,кільце-репелент,,,ло,е,е,ить,його",
RINGBRASS_NAME,Brass Ring,Bracelet de fée,Anello d'ottone,ようせいのうでわ,요정의 팔찌,Anillo de cobre,Anillo de cobre,Anel de Cobre,Mosiężny Pierścień,Armreif der Feen,Браслет феи,Латунне кільце,
RINGBRASS_DESC,Blessed by Magicant's legendary fairy.\nBody @ Defense +[ItemValue].,Béni par la fée légendaire de Magicant.\nCorps @ Défense +[ItemValue].,Benedetto dalla leggendaria fata di Magicant.\nCorpo @ Difesa +[ItemValue].,,매지칸트 속 전설의 요정에게 축복받았다.\n팔 ＠ 디펜스 +[ItemValue].,Bendecido por la legendaria hada de Magicant.\nBrazos @ Defensa +[ItemValue].,Bendecido por la legendaria hada de Magicant.\nBrazos @ Defensa +[ItemValue].,Abençoado pela fada lendária de Magicant.\nCorpo @ Defesa +[ItemValue].,,Gesegnet von der legendären Fee Magicants.\nArme @ Verteidigung +[ItemValue].,Благословлён легендарной феей Грезии.\nТело @ Защита +[ItemValue].,Благословенне легендарною феєю Магіканта.\nТіло @ Захист +[ItemValue].,
RINGBRASS_ART,"The ,the ,A ,a ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","L',l',Dell',dell',questo ,o,uo,il",,"는,가,를,와,로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Mosiężnego Pierścienia,Mosiężnemu Pierścieniowi,Mosiężny Pierścień,","Der ,der ,Ein ,ein ,einen ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","браслет феи,браслета феи,браслету феи,браслет феи,браслете феи,,,ён,ся,ит,его","латунне кільце,латунного кільця,латунному кільцю,латунне кільце,,,ло,е,е,ить,його",
RINGGOLD_NAME,Gold Ring,Bracelet de déesse,Anello d'oro,めがみのうでわ,여신의 팔찌,Anillo de oro,Anillo de oro,Anel de Ouro,Złoty Pierścień,Armreif der Göttin,Браслет богини,Золоте кільце,
RINGGOLD_DESC,Blessed by Magicant's goddess.\nBody @ Defense +[ItemValue].,Béni par la déesse de Magicant.\nCorps @ Défense +[ItemValue].,Benedetto dalla dea di Magicant.\nCorpo @ Difesa +[ItemValue].,,매지칸트 속 여신에게 축복받았다.\n팔 ＠ 디펜스 +[ItemValue].,Bendencido por la diosa de Magicant.\nBrazos @ Defensa +[ItemValue],Bendencido por la diosa de Magicant.\nBrazos @ Defensa +[ItemValue],Abençoado pela deusa de Magicant.\nCorpo @ Defesa +[ItemValue].,,Gesegnet von der Göttin Magicants.\nArme @ Verteidigung +[ItemValue].,Благословлён самой богиней Грезии.\nТело @ Защита +[ItemValue].,Благословенне богинею Магіканта.\nТіло @ Захист +[ItemValue].,
RINGGOLD_ART,"The ,the ,A ,a ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","L',l',Dell',dell',questo ,o,uo,il",,"는,가,를,와,로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Złotego Pierścienia,Złotemu Pierścieniowi,Złoty Pierścień,","Der ,der ,Ein ,ein ,einen ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","браслет богини,браслета богини,браслету богини,браслет богини,браслете богини,,,ён,ся,ит,его","золоте кільце,золотого кільця,золотому кільцю,золоте кільце,,,ло,е,е,ить,його",
RINGSILVER_NAME,Silver Ring,Bracelet d'ange,Anello d'argento,てんしのうでわ,천사의 팔찌,Anillo de plata,Anillo de plata,Anel de Prata,Srebrny Pierścień,Armreif der Engel,Браслет ангела,Срібне кільце,
RINGSILVER_DESC,Blessed by Magicant's holy angel.\nBody @ Defense +[ItemValue].,Béni par l’ange sacré de Magicant.\nCorps @ Defense +[ItemValue].,Benedetto dal sacro angelo di Magicant.\nCorpo @ Difesa +[ItemValue].,,매지칸트 속 성스러운 천사에게 축복받았다.\n팔 ＠ 디펜스 +[ItemValue].,Bendecido por el ángel sagrado de Magicant.\nBrazos @ Defensa +[ItemValue].,Bendecido por el ángel sagrado de Magicant.\nBrazos @ Defensa +[ItemValue].,Abençoado pelo anjo sagrado de Magicant.\nCorpo @ Defesa +[ItemValue].,,Gesegnet von dem heiligen Engel Magicants.\nArme @ Verteidigung +[ItemValue].,Благословлён самим святым ангелом Грезии.\nТело @ Защита +[ItemValue].,Благословенне святим ангелом Магіканта.\nТіло @ Захист +[ItemValue].,
RINGSILVER_ART,"The ,the ,A ,a ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","L',l',Dell',dell',questo ,o,uo,il",,"는,가,를,와,로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Srebrnego Pierścienia,Srebrnemu Pierścieniowi,Srebrny Pierścień,","Der ,der ,Ein ,ein ,einen ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","браслет ангела,браслета ангела,браслету ангела,браслет ангела,браслете ангела,,,ён,ся,ит,его","срібне кільце,срібного кільця,срібному кільцю,срібне кільце,,,ло,е,е,ить,його",
ROPE_NAME,Rope,Corde,Corda,ロープ,밧줄,Cuerda,Cuerda,Corda,Lina,Seil,Верёвка,Мотузка,
ROPE_DESC,It can be used to tie up foes.,Peut être utilisée pour ligoter les ennemis.,Si può usare per legare i nemici.,これで　てきを　しばってしまおう。,적을 묶어둘 수 있다.,Puede usarse para atar a los enemigos.,Se puede usar para atar a los enemigos.,Pode ser usada para amarrar inimigos.,Może być używana do związywania wrogów.,Damit können Gegner gefesselt werden.,Ей можно связывать противников.,Нею можна зв'язати ворогів.,
ROPE_ART,"The ,the ,A ,a ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"은,이,을,과,로","La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Liny,Linie,Linę,a","Das ,das ,Ein ,ein ,ein ,Das ,das ,Dein ,dein ,dieses ,es,altes,wurde,war","верёвка,верёвки,верёвке,верёвку,верёвке,,а,ена,ась,ит,её","мотузка,мотузки,мотузці,мотузку,,,ла,а,е,ить,її",
RULER_NAME,Ruler,Règle,Righello,ものさし,자,Regla,Regla,Régua,Linijka,Lineal,Линейка,Лінійка,
RULER_DESC,,,,,,,,,,,,,
RULER_ART,"The ,the ,A ,a ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","Il ,il ,Del ,del ,questo ,o,uo,il",,"는,가,를,와,로","La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Linijki,Linijce,Linijkę,a","Das ,das ,Ein ,ein ,ein ,Das ,das ,Dein ,dein ,dieses ,es,altes,wurde,war","линейка,линейки,линейке,линейку,линейке,,а,ена,ась,ит,её","лінійка,лінійки,лінійці,лінійку,,,ла,а,е,ить,її",
SHOVEL_NAME,Shovel,Pelle,Pala,シャベル,삽,Pala,Pala,Pá,Łopata,Spaten,Лопата,Лопата,
SHOVEL_DESC,Woah! You somehow got this shovel.\nYou should give it back to its owner.,"Oh, vous avez réussi à mettre la main sur cette\npelle ¦ Mais rendez-la plutôt à son propriétaire.",Wow! Non si sa come hai questa pala.\nDovresti restituirla al proprietario.,もちぬしに　かえしてあげよう。,우와! 어떻게든 얻었다.\n주인에게 돌려주자.,¡Guau! Por alguna razón obtuviste una pala.\nDeberías devolverla al dueño.,"¡Guau! Por azares del destino, has conseguido una pala. Deberías devolvérsela a su dueño.","Uau! De alguma forma, você conseguiu esta pá.\nVocê deveria devolvê-la para o dono.",Ooo! W jakiś sposób zdobyłeś tę łopatę. Powinieneś oddać ją właścicielowi.,Boah! Du hast irgendwie diesen Spaten bekommen. Du solltest ihn zurückgeben.,"Ого, тебе удалось достать лопату!\nТеперь нужно вернуть её владельцу.",Вау! Якимось чином ви отримали цю лопату.\nВарто повернути її власнику.,
SHOVEL_ART,"The ,the ,The ,the ,this ,it,was","La ,la ,La ,la ,cette ,e,a,votre ,la ,de ,a","La ,la ,La ,la ,questa ,a,ua,la",,"은,이,을,과,으로","La ,la ,La ,la ,esta ,a,,","La ,la ,La ,la ,esta ,a,,","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Łopaty,Łopacie,Łopatę,a","Der ,der ,Der ,der ,den ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","лопата,лопаты,лопате,лопату,лопате,,а,ена,ась,ит,её","лопата,лопати,лопаті,лопату,,,ла,а,е,ить,її",
SLINGSHOT_NAME,Slingshot,Lance-pierre,Fionda,スリングショット,새총,Resortera,Tirachinas,Estilingue,Proca,Steinschleuder,Рогатка,Рогатка,
SLINGSHOT_DESC,A handy weapon that anyone can use.\nWeapon @ Offense +[ItemValue].,Une arme très simple d'utilisation.\nArme @ Attaque +[ItemValue].,"Un'arma comoda, usabile da chiunque.\nArma @ Attacco +[ItemValue].",だれでも　つかいやすい　べんりな　ぶき。\nぶき＠オフェンス＋[ItemValue],누구나 쓸 수 있는 편리한 무기.\n무기 ＠ 오펜스 +[ItemValue].,Un arma útil que cualquiera puede usar.\nArma @ Ofensa +[ItemValue].,Un arma útil que cualquiera puede usar.\nArma @ Fuerza +[ItemValue].,Uma arma eficiente que qualquer um pode usar.\nArma @ Ataque +[ItemValue].,"Poręczna broń, której może używać każdy.\nBroń @ Ofensywa +[ItemValue].","Eine handliche Waffe, die jeder benutzen kann.\nWaffe @ Angriff +[ItemValue].","Практична, может использоваться кем угодно.\nОружие @ Атака +[ItemValue].","Зручна, її може використовувати хто завгодно.\nЗброя @ Атака +[ItemValue]",
SLINGSHOT_ART,"The ,the ,A ,a ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"은,이,을,과,으로","La ,la ,Una ,una ,esta ,a,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Procy,Procy,Procę,a","Die ,die ,Eine ,eine ,eine ,Die ,die ,Deine ,deine ,diese ,sie,alte,wurde,war","рогатка,рогатки,рогатке,рогатку,рогатке,,а,ена,ась,ит,её","рогатка,рогатки,рогатці,рогатку,,,ла,а,е,ить,її",
SLINGSHOTBIONIC_NAME,Bionic Slingshot,Lance-pierre bionique,Fionda bionica,スーパースリング,고급 새총,Resortera biónica,Tirachinas biónico ,Estilingue Biônico,Bioniczna Proca,Bionische Schleuder,Бионическая рогатка,Біонічна рогатка,
SLINGSHOTBIONIC_DESC,,,,,,,,,,,,,
SLINGSHOTBIONIC_ART,"The ,the ,A ,a ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"은,이,을,과,으로","La ,la ,Una ,una ,esta ,a,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Bionicznej Procy,Bionicznej Procy,Bioniczną Procę,a","Die ,die ,Eine ,eine ,eine ,Die ,die ,Deine ,deine ,diese ,sie,alte,wurde,war","бионическая рогатка,бионической рогатки,бионической рогатке,бионическую рогатку,бионической рогатке,,а,ена,ась,ит,её","біонічна рогатка,біонічної рогатки,біонічній рогатці,біонічну рогатку,,,ла,а,е,ить,її",
SPORTSDRINK_NAME,Sports Drink,Boisson énergisante,Bevanda sportiva,スポーツドリンク,스포츠음료,Bebida deportiva,Bebida deportiva,Isotônico,Napój Sportowy,Iso-Drink,Спортивный напиток,Спортивний напій,
SPORTSDRINK_DESC,Can reinvigorate you when tired.\nRestores [ItemValue] HP.,Peut vous revigorer quand vous êtes fatigué.\nRend [ItemValue] PV.,Può rinvigorirti quando avverti stanchezza.\nRipristina [ItemValue] PS.,とうぶんにミネラル　えいようそたっぷり。\nのむと　ＨＰを[ItemValue]かいふく。,기력을 되찾게 해준다.\nHP를 [ItemValue]만큼 회복한다.,Puede revitalizarte cuando estás cansado.\nRestaura [ItemValue] PV.,Puede revitalizarte cuando estás cansado.\nRecupera [ItemValue] PV.,Revigora um corpo cansado.\nRecupera [ItemValue] HP.,"Dodaje energii, gdy brakuje ci sił.\nPrzywraca [ItemValue] HP.","Kann dich wieder aufpeppen, wenn du müde bist.\nStellt [ItemValue] KP wieder her.","Взбодрит, если ты устал.\nВосстанавливает [ItemValue] ОЗ.","Може пожвавити, якщо вам бракує сил.\nВідновлює [ItemValue] оч[ItemValArt3] здоров'я.",
SPORTSDRINK_ART,"The ,the ,A ,a ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"는,가,를,와,로","La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Napoju Sportowego,Napojowi Sportowemu,Napój Sportowy,","Der ,der ,Ein ,ein ,einen ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","спортивный напиток,спортивного напитка,спортивному напитку,спортивный напиток,спортивном напитке,,,ён,ся,ит,его","спортивний напій,спортивного напою,спортивному напої,спортивний напій,,,в,ий,е,ить,його",
STICKYMACHINE_NAME,Sticky Machine,Appareil à gélatine,Macchinario appiccicoso,ねばねばマシン,끈적끈적 머신,Máquina pegajosa,Máquina pegajosa,Gerador de Meleca,Maszyna Klejąca,Schleimgenerator,Слизневый аппарат,Слизегенератор,
STICKYMACHINE_DESC,,,,,,,,,,,,,
STICKYMACHINE_ART,"The ,the ,A ,a ,this ,it,was","L',l',Un ,un ,cet ,,on,votre ,le ,d',a","Il ,il ,Del ,del ,questo ,o,uo,il",,"은,이,을,과,으로","La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Maszyny Klejącej,Maszynie Klejącej,Maszynę Klejącą,a","Der ,der ,Der ,der ,den ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","слизневый аппарат,слизневого аппарата,слизневому аппарату,слизневый аппарат,слизневом аппарате,,,ён,ся,ит,его","слизегенератор,слизегенератора,слизегенератору,слизегенератор,,,в,ий,е,ить,його",
STRAWBERRYTOFU_NAME,Strawberry Tofu,Tofu à la fraise,Tofu alla fragola,いちごとうふ,딸기 두부,Tofu de fresa,Tofu de fresa,Tofu de Morango,Truskawkowe Tofu,Erdbeertofu,Клубничный тофу,Полуничний тофу,
STRAWBERRYTOFU_DESC,,,,,,,,,,,,,
STRAWBERRYTOFU_ART,"The ,the ,Some ,some ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","Il ,il ,Del ,del ,questo ,o,uo,il",,"는,가,를,와,로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Truskawkowego Tofu,Truskawkowemu Tofu,Truskawkowe Tofu,o","Das ,das ,Ein ,ein ,ein ,Das ,das ,Dein ,dein ,dieses ,es,altes,wurde,war","клубничный тофу,клубничного тофу,клубничному тофу,клубничный тофу,клубничном тофу,,о,ено,ось,ит,его","полуничний тофу,полуничного тофу,полуничному тофу,полуничний тофу,,,в,ий,е,ить,його",
SUPERSPRAY_NAME,Super Spray,Super Insecticide,Super insetticida,スーパースプレー,슈퍼 스프레이,Super insecticida,Superinsecticida,Super Inseticida,Super Sprej,Super-Spray,Супераэрозоль,Суперспрей,
SUPERSPRAY_DESC,,,,,,,,,,,,,
SUPERSPRAY_ART,"The ,the ,A ,a ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","Il ,il ,Del ,del ,questo ,o,uo,il",,"는,가,를,와,로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Super Spreju,Super Sprejowi,Super Sprej,","Das ,das ,Das ,das ,das ,Das ,das ,Dein ,dein ,dieses ,es,altes,wurde,war","супераэрозоль,супераэрозоля,супераэрозолю,супераэрозоль,супераэрозоле,,,ён,ся,ит,его","суперспрей,суперспрея,суперспрею,суперспрей,,,в,ий,е,ить,його",
SWORD_NAME,Sword,Épée simple,Spada,アシガルソード,병졸의 검,Espada,Espada,Espada,Miecz,Schwert,Меч,Меч,
SWORD_DESC,,,,,,,,,,,,,
SWORD_ART,"The ,the ,A ,a ,this ,it,was","L',l',Une ,une ,cette ,e,on,votre ,la ,d',a","La ,la ,Una ,una ,questa ,a,ua,la",,"은,이,을,과,으로","La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Miecza,Mieczowi,Miecz,","Das ,das ,Das ,das ,das ,Das ,das ,Dein ,dein ,dieses ,es,altes,wurde,war","меч,меча,мечу,меч,мече,,,ён,ся,ит,его","меч,меча,мечу,меч,,,в,ий,е,ить,його",
TICKET_NAME,Live Show Ticket,Billet de spectacle,Biglietto spettacolo,ライブのチケット,라이브 쇼 티켓,Boleto show en vivo,Billete del concierto,Ingresso do Show,Bilet na Występ,Show-Ticket,Билет на выступление,Квиток на виставу,
TICKET_DESC,,,,,,,,,,,,,
TICKET_ART,"The ,the ,A ,a ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","Il ,il ,Del ,del ,questo ,o,uo,il",,"은,이,을,과,으로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Biletu na Występ,Biletowi na Występ,Bilet na Występ,","Das ,das ,Ein ,ein ,ein ,Das ,das ,Dein ,dein ,dieses ,es,altes,wurde,war","билет на выступление,билета на выступление,билету на выступление,билет на выступление,билете на выступление,,,ён,ся,ит,его","квиток на виставу,квитка на виставу,квитку на виставу,квиток на виставу,,,в,ий,е,ить,його",
TICKETSTUB_NAME,Ticket Stub,Talon de ticket,Matrice biglietto,チケットのはんけん,티켓 반권,Talonario de boletos,Talón de billete,Canhoto do Ingresso,Bilecik,Ticketstapel,Корешок билета,Компостований квиток,
TICKETSTUB_DESC,,,,,,,,,,,,,
TICKETSTUB_ART,"The ,the ,A ,a ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","Il ,il ,Del ,del ,questo ,o,uo,il",,"은,이,을,과,으로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Bilecika,Bilecikowi,Bilecik,","Der ,der ,Ein ,ein ,einen ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","корешок билета,корешка билета,корешку билета,корешок билета,корешке билета,,,ён,ся,ит,его","компостований квиток,компостованого квитка,компостованому квитку,компостований квиток,,,в,ий,е,ить,його",
WORDSLOVE_NAME,Words of Love,Mots d'amour,Parole d'amore,あいのことば,사랑의 말,Palabras de amor,Palabras de amor,Palavras de Amor,Słowa Miłości,Wörter der Liebe,Слова любви,Ласкаві слова,
WORDSLOVE_DESC,,,,,,,,,,,,,
WORDSLOVE_ART,"The ,the ,Some ,some ,these ,them,were","Les ,les ,Des ,des ,ces ,s,es,vos ,les ,de ,ont","Le ,le ,Delle ,delle ,queste ,e,ue,le",,"은,이,을,과,으로","Las ,las ,Unas ,unas ,estas ,as,s,n","Las ,las ,Unas ,unas ,estas ,as,s,n","As ,as ,Umas ,umas ,essas ,estas ,as,suas ,foram",",Słów Miłości,Słowom Miłości,Słowa Miłości,y","Die ,die ,Die ,die ,die ,Die ,die ,Deine ,deine ,diese ,sie,alten,wurden,waren","слова любви,слов любви,словам любви,слова любви,словах любви,,и,ены,ись,ат,их","ласкаві слова,ласкавих слів,ласкавим словам,ласкаві слова,,,ли,і,ють,ять,їх",
WORDSSWEAR_NAME,Swear Words,Mots amers,Parole d'odio,のろいのことば,저주의 말,Malas palabras,Palabrotas,Palavras Feias,Przekleństwa,Schimpfwörter,Бранные слова,Лайливі слова,
WORDSSWEAR_DESC,,,,,,,,,,,,,
WORDSSWEAR_ART,"The ,the ,Some ,some ,these ,them,were","Les ,les ,Des ,des ,ces ,s,es,vos ,les ,de ,ont","Le ,le ,Delle ,delle ,queste ,e,ue,le",,"은,이,을,과,으로","Las ,las ,Unas ,unas ,estas ,as,s,n","Las ,las ,Unas ,unas ,estas ,as,s,n","As ,as ,Umas ,umas ,essas ,estas ,as,suas ,foram",",Przekleństw,Przekleństwom,Przekleństwa,y","Die ,die ,Die ,die ,die ,Die ,die ,Deine ,deine ,diese ,sie,alten,wurden,waren","бранные слова,бранных слов,бранным словам,бранные слова,бранных словах,,и,ены,ись,ат,их","лайливі слова,лайливих слів,лайливим словам,лайливі слова,,,ли,і,ють,ять,їх",
