key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk
RAMBLINEVILMUSHROOM_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",ほうしには　きをつけよう。,"은,이,을,과,으로","El ,el ,Un ,un ,del ,al ,o,el ","La ,la ,Una ,una ,de la ,a la ,a,la ","O ,o ,Um ,um ,o,seu ","jego,Wędrującego Złego Grzyba,Wędrującemu Złemu Grzybowi,Wędrującego Złego Grzyba,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Gemeine Laufpilz,Gemeinen Laufpilzes,Gemeinen Laufpilz,Gemeinen Laufpilz","злой проходиновик,злого проходиновика,злому проходиновику,злого проходиновика,злом проходиновике,,,ён,ся,ет,его","поганий крокумор,поганого крокумора,поганому крокумору,поганого крокумора,поганому крокуморі,,в,ий,е,ить,його"
RAT_NAME,Rat,Rat,Ratto,ねずみ,쥐,Rata,Rata,Rato,Szczur,Ratte,Крыса,Щур
RAT_DESC,"A big rat, with a big tail.",Un gros rat avec une longue queue.,"Un ratto enorme, con una coda enorme.",しっぽの　ながい　おおきな　ねずみ。,꼬리가 긴 거대한 쥐.,"Una rata grande, con una gran cola.","Una rata grande, con una cola grande.",Ouvi dizer que ele roeu a roupa de um certo rei...,Duży szczur z dużym ogonem.,Eine große Ratte mit großem Rattenschwanz.,Большая крыса с большим хвостом,Великий щур з великим хвостом.
RAT_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","La ,la ,Una ,una ,de la ,a la ,a,la ","La ,la ,Una ,una ,de la ,a la ,a,la ","O ,o ,Um ,um ,o,seu ","jego,Szczura,Szczurowi,Szczura,,y","Die ,die ,Eine ,eine ,ihr,die ,sie,von der,,,Ratte,Ratte,Ratte,Ratte","крыса,крысы,крысе,крысу,крысе,,а,ена,ась,ет,её","щур,щура,щуру,щура,щурі,,в,ий,е,ить,його"
RATTLESNAKE_NAME,Rattlesnake,Serpent à sonnette,Serpente a sonagli,がらがらへび,방울뱀,Serpiente cascabel,Serpiente de cascabel,Cascavel,Grzechotnik,Klapperschlange,Гремучая змея,Гримуча змія
RATTLESNAKE_DESC,Don't let it hypnotize you!,Ne le laissez pas vous hypnotiser ¦,Non farti ipnotizzare!,さいみんじゅつには　きをつけろ！,최면술에 걸리면 안 돼!,¡No dejes que te hipnotice!,¡No dejes que te hipnotice!,Não deixe-a te hipnotizar!,Nie daj się zahipnotyzować!,Lass dich nicht von ihr hypnotisieren!,Смотри в оба — она может тебя загипнотизировать!,"Дивись, щоб не загіпнотизувала!"
RATTLESNAKE_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"은,이,을,과,으로","La ,la ,Una ,una ,de la ,a la ,a,la ","La ,la ,Una ,una ,de la ,a la ,a,la ","A ,a ,Uma ,uma ,a,sua ","jego,Grzechotnika,Grzechotnikowi,Grzechotnika,,y","Die ,die ,Eine ,eine ,ihr,die ,sie,von der,,,Klapperschlange,Klapperschlange,Klapperschlange,Klapperschlange","гремучая змея,гремучей змеи,гремучей змее,гремучую змею,гремучей змее,,а,ена,ась,ет,её","гримуча змія,гримучої змії,гримучій змії,гримучу змію,гримучій змії,,ла,а,е,ить,її"
REDSNAKE_NAME,Red Snake,Serpent rouge,Serpente rosso,レッドスネーク,레드 스네이크,Serpiente roja,Serpiente roja,Serpente Vermelha,Czerwony Wąż,Rotschlange,Красная змея,Червона змія
REDSNAKE_DESC,Defeat it before it runs away to get a lot of experience.,Ne le laissez pas fuir ¦ Il rapporte beaucoup de points d'expérience ¦,Sconfiggilo prima che scappi per ottenere un sacco di esperienza.,にがすな。けいけんちを　かせげるぞ。,풀숲으로 사라지기 전에 처치한다면 어마어마한 EXP를 얻을\n수 있을 것이다.,Derrótala antes de que escape para obtener mucha experiencia.,Derrótala antes de que huya para ganar un montón de experiencia.,Derrote-a antes que fuja pra conseguir um montão de experiência!,"Pokonaj go, zanim ucieknie, aby zdobyć dużo doświadczenia.","Besiege sie bevor sie abhaut, um eine Menge Erfahrungspunkte zu bekommen.","Победив её до того, как она уползёт, можно получить много очков опыта.",
REDSNAKE_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"은,이,을,과,으로","La ,la ,Una ,una ,de la ,a la ,a,la ","La ,la ,Una ,una ,de la ,a la ,a,la ","A ,a ,Uma ,uma ,a,sua ","jego,Czerwonego Węża,Czerwonemu Wężowi,Czerwonego Węża,,y","Die ,die ,Eine ,eine ,ihr,die ,sie,von der,,,Rotschlange,Rotschlange,Rotschlange,Rotschlange","красная змея,красной змеи,красной змее,красную змею,красной змее,,а,ена,ась,ет,её","червона змія,червоної змії,червоній змії,червону змію,червоній змії,,ла,а,е,ить,її"
ROBOSQUITO_NAME,Robosquito,Moustibot,Robomosca,メカ・カ,로보기,Robosquito,Robosquito,Robosquito,Robokomar,Mecha-Mücke,Робокомар,Комаробот
ROBOSQUITO_DESC,Its favorite blood type is O-,Son groupe sanguin préféré est O-,Il suo gruppo sanguigno preferito è 0-.,すきな　けつえきがたは　Oマイナスだ。,가장 좋아하는 피는 O-형의 피다.,Su tipo de sangre favorito es O-,Su grupo sanguíneo favorito es el O-,Seu tipo sanguíneo favorito é O-,Jego ulubioną grupą krwi jest 0-.,Seine Lieblingsblutgruppe ist 0-.,Его любимая группа крови — первая отрицательная.,
ROBOSQUITO_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","La ,la ,Una ,una ,della ,alla ,a,la ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Robokomara,Robokomarowi,Robokomara,,y","Die ,die ,Eine ,eine ,ihr,die ,sie,von der,,,Mecha-Mücke,Mecha-Mücke,Mecha-Mücke,Mecha-Mücke","робокомар,робокомара,робокомару,робокомара,робокомаре,,,ён,ся,ет,его","комаробот,комаробота,комароботу,комаробота,комароботі,,в,ий,е,ить,його"
ROCKOYLE_NAME,Rockoyle,Satanie,Roccioyle,サターニア,사타니아,Gargoroca,Rockoyle,Rockoyle,Skargulec,Satania,Горулья,Горулья
ROCKOYLE_DESC,It likes to use PK Freeze.,Elle aime beaucoup utiliser PK Glace.,Gli piace usare PsicoGhiaccio.,PKフリーズを　このんで　つかう。,PK 프리즈를 사용하는 것을 좋아한다.,Le gusta usar PK Hielo.,Le gusta usar PK Hielo.,Gosta de usar PK Gelo.,Lubi używać PK Mrozu.,Sie verwendet gerne PK-Frost.,Она обожает использовать ПК-стужу.,Полюбляє використовувати ПСИ Мороз.
ROCKOYLE_ART,"The ,the ,A ,a ,its","La ,la ,Une ,une ,de la ,à la ,e,la ,se","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Skargulca,Skargulcowi,Skargulca,,y",",,,,ihr,,sie,von,,,Satania,Satanias,Satania,Satania","горулья,горульи,горулье,горулью,горулье,,а,ена,ась,ет,её","горулья,горульї,горульї,горулью,горульї,,ла,а,е,ить,її"
ROPEMAN_NAME,Rope Man,Homme-corde,Uomo corda,ロープ,로프,Hombre cuerda,Hombre cuerda,Homem Corda,Człowiek Lina,Seilmann,Верёвочник,Мотузник
ROPEMAN_DESC,Don't let yourself get tied up fighting this guy.,Ne vous mêlez pas trop de ses affaires...,Non farti ingarbugliare quando lo affronti.,めんどうくさいのに　からまれてしまった。,싸우다가 발 묶이지 않도록 조심.,No te dejes atar peleando con este tipo.,No te dejes atar peleando contra este tipo.,Não se enrole lutando contra esse cara.,Nie przywiązuj się do niego!,Lass dich nicht in einen Kampf mit diesem Kerl verwickeln.,Смотри в оба — она может тебя связать!,
ROPEMAN_ART,"The ,the ,A ,a ,its","L',l',Un ,un ,de l',à l',,le ,x","L',l',Un ,un ,dell',all',o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Człowieka Liny,Człowiekowi Linie,Człowieka Linę,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Seilmann,Seilmannes,Seilmann,Seilmann","верёвочник,верёвочника,верёвочнику,верёвочника,верёвочнике,,,ён,ся,ет,его","мотузник,мотузника,мотузнику,мотузника,мотузнику,,в,ий,е,ить,його"
SCORPION_NAME,Scorpion,Scorpion,Scorpione,サソリ,전갈,Escorpión,Escorpión,Escorpião,Skorpion,Skorpion,Скорпион,Скорпіон
SCORPION_DESC,"It's poisonous, but insecticide works.","Il est venimeux, mais vous pouvez le neutraliser avec de l'insecticide.","È velenoso, ma l'insetticida funziona.",どくが　あるが　さっちゅうざいで　やっつけることが\nできるのだ。,독은 있지만 살충제 하나면 문제없다.,"Es venenoso, pero el insecticida funciona.","Es venenoso, pero el insecticida funciona igual de bien.","É venenoso, mas é fraco contra inseticida.","Jest trujący, ale insektycyd działa.",Er ist giftig aber Insektizide funktionieren.,"Ядовитый, но аэрозоль на нём сработает.",
SCORPION_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Lo ,lo ,Uno ,uno ,dello ,allo ,o,il ",,"은,이,을,과,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Skorpiona,Skorpionowi,Skorpiona,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Skorpion,Skorpions,Skorpion,Skorpion","скорпион,скорпиона,скорпиону,скорпиона,скорпионе,,,ён,ся,ет,его","скорпіон,скорпіона,скорпіону,скорпіона,скорпіоні,,в,ий,е,ить,його"
SCRAPPER_NAME,Scrapper,Robot cassé,Rottobot,スクラッパー,스크래퍼,Robot destrozado,Robot destrozado,Destroço,Złomiarz,Robo-Schrottling,Металлоломщик,Брухтонатор
SCRAPPER_DESC,"Ragged around the edges, but do not underestimate it.","Il a l'air en piteux état, mais ne le sous-estimez pas ¦","È un po' malconcio, ma non sottovalutarlo.",オンボロに　みえても　あなどっては　いけない。,팔 하나가 날아갔다고 해서 얕잡아 봐선 안 된다.,"Desgastado en los bordes, pero no lo subestimes.","Está desgastado por los bordes, pero no lo subestimes.","Está meio desgastado, mas não o subestime.","Obdarty na krawędziach, ale nie należy go lekceważyć.","Seine Kanten sind rau, aber unterschätze ihn nicht.","Выглядит поломанным, но не стоит его недооценивать.","Здається пошарпаним, але не варто його недооцінювати."
SCRAPPER_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Złomiarza,Złomiarzowi,Złomiarza,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Robo-Schrottling,Robo-Schrottlings,Robo-Schrottling,Robo-Schrottling","металлоломщик,металлоломщика,металлоломщику,металлоломщика,металлоломщике,,,ён,ся,ет,его","брухтонатор,брухтонатора,брухтонатору,брухтонатора,брухтонаторі,,в,ий,е,ить,його"
SEAGULL_NAME,Seagull,Mouette voleuse,Gabbiano,とうぞくカモメ,도둑 갈매기,Gaviota,Gaviota,Gaivota,Mewa,Seemöwe,Чайка,Чайка
SEAGULL_DESC,It tries to steal from gullible people.,"Sa spécialité, c'est le vol.",Cerca di rubare agli ingenui.,カモから　ものを　ぬすむ。,무방비한 이들의 물건들만 쏙쏙 빼간다.,Intenta robar a las personas ingenuas.,Intenta robar a las personas ingenuas.,Tenta roubar coisas de gente trouxa.,Próbuje kraść od łatwowiernych ludzi.,Sie versucht unvorsichtige Leute zu bestehlen.,Любит обкрадывать наивных людей.,Намагається обкрадати наївних людей.
SEAGULL_ART,"The ,the ,A ,a ,its","La ,la ,Une ,une ,de la ,à la ,e,la ,se","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","La ,la ,Una ,una ,de la ,a la ,a,la ","La ,la ,Una ,una ,de la ,a la ,a,la ","A ,a ,Uma ,uma ,a,sua ","jej,Mewy,Mewie,Mewę,a,a","Die ,die ,Eine ,eine ,ihr,die ,sie,von der,,,Seemöwe,Seemöwe,Seemöwe,Seemöwe","чайка,чайки,чайке,чайку,чайке,,а,ена,ась,ет,её","чайка,чайки,чайці,чайку,чайці,,ла,а,е,ить,її"
SHROUDLEY_NAME,Shroudley,Zombie sanglant,Shroudley,ちみどろゾンビ,피투성이 좀비,Shroudley,Shroudley,Shroudley,Shroudley,Blutiger Zombie,Кровавый зомби,Вурдалак
SHROUDLEY_DESC,"An evil, caped zombie. Beware, its Last Strike could be devastating.","Il a l'air effrayant à première vue, mais son attaque ultime l'est encore plus.",Un malvagio zombi incappucciato. Il suo Colpo Finale è devastante.,みためも　こわいが　さいごのいちげきは　もっとこわい。,"사악한 망토를 두른 좀비, 최후의 일격은 더 위험하다.","Un zombi malvado con capa. Cuidado, su Último Golpe podría ser devastador.","Un malvado zombi con capa. Ten cuidado, su Ataque Final podría ser devastador.","Um zumbi com capa. Cuidado, seu Ataque Final pode ser devastador.","Zły zombie w pelerynie. Uważaj, jego Ostatni Cios może być zabójczy.","Ein böser, Umhang tragender Zombie. Vorsicht, sein Finalschlag kann zerstörerisch sein.","Злой зомби в плаще. Берегись, его последний удар может быть сокрушительным!",
SHROUDLEY_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Lo ,lo ,Uno ,uno ,dello ,allo ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Shroudley'a,Shroudley'owi,Shroudley'a,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Blutige Zombie,Blutigen Zombies,Blutigen Zombie,Blutigen Zombie","кровавый зомби,кровавого зомби,кровавому зомби,кровавого зомби,кровавом зомби,,,ён,ся,ет,его","вурдалак,вурдалака,вурдалаку,вурдалака,вурдалаці,,в,ий,е,ить,його"
SILVERWOLF_NAME,Silver Wolf,Loup argenté,Lupo argentato,ぎんオオカミ,은색 늑대,Lobo plateado,Lobo plateado,Lobo Prateado,Srebrny Wilk,Silberwolf,Серебристый волк,Срібний вовк
SILVERWOLF_DESC,It likes to hunt in packs.,Il aime chasser en meute.,Gli piace cacciare in branco.,むれで　おそうことを　このむ。,무리 사냥을 좋아한다.,Le gusta cazar en manadas.,Le gusta cazar en manada.,Gostam de caçar em grupo.,Lubi polować w stadzie.,Er jagt gerne in Rudeln.,Охотится в стае.,Полює в зграї.
SILVERWOLF_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Srebrnego Wilka,Srebrnemu Wilkowi,Srebrnego Wilka,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Silberwolf,Silberwolfes,Silberwolf,Silberwolf","серебристый волк,серебристого волка,серебристому волку,серебристого волка,серебристом волке,,,ён,ся,ет,его","срібний вовк,срібного вовка,срібному вовку,срібного вовка,срібному вовку,,в,ий,е,ить,його"
SKUNK_NAME,Skunk,Putois,Puzzola,スクンク,스컹크,Zorrillo,Mofeta,Gambá,Skunks,Stinktier,Скунс,Скунс
SKUNK_DESC,Hold your nose!,Bouchez-vous le nez ¦,Tappati il naso!,はなを　つまめ！,당장 코 막아!,¡Tápate la nariz!,¡Tápate la nariz!,Tampe o nariz!,Zatkaj nos!,Halt dir deine Nase zu!,Скорее зажми нос!,Затисніть ніс!
SKUNK_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","La ,la ,Una ,una ,della ,alla ,a,la ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","La ,la ,Una ,una ,de la ,a la ,a,la ","O ,o ,Um ,um ,o,seu ","jego,Skunksa,Skunksowi,Skunksa,,y","Das ,das ,Ein ,ein ,sein,das ,es,vom,,,Stinktier,Stinktiers,Stinktier,Stinktier","скунс,скунса,скунсу,скунса,скунсе,,,ён,ся,ет,его","скунс,скунса,скунсу,скунса,скунсі,,в,ий,е,ить,його"
SKYYDDET_NAME,Sky Yddet,Nounours du ciel,Cielottesro,スカイベアル,스카이 베알,Oneub yum,Oneub yum,Osru dos Céus,Śim z Nieba,Räbslemmih,Акшим небесный,Крилатий кидемдев
SKYYDDET_DESC,It has friends!,Il ferait tout pour ses amis ¦,Ha degli amici!,なかまの　ためなら！,친구들도 있다!,¡Tiene amigos!,¡Tiene amigos!,Ele tem amigos!,Ma przyjaciół!,Er hat Freunde!,У него есть друзья!,
SKYYDDET_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"은,이,을,과,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Śima z Nieba,Śimowi z Nieba,Śima z Nieba,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Räbslemmih,Räbslemmihs,Räbslemmih,Räbslemmih","акшим небесный,акшима небесного,акшиму небесному,акшима небесного,акшиме небесном,,,ён,ся,ет,его","крилатий кидемдев,крилатого кидемдева,крилатому кидемдеву,крилатого кидемдева,крилатому кидемдеві,,в,ий,е,ить,його"
SNAKE_NAME,Snake,Serpent,Serpente,スネーク,스네이크,Serpiente,Serpiente,Cobra,Wąż,Schlange,Змея,Змія
SNAKE_DESC,It might not poison... but it also might poison...,"Il n'est pas venimeux. Enfin, on l'espère...",Potrebbe essere veleno... oppure sì...,どくは　もっていないはず。　たぶん・・・。,독은 없는 것 같다... 아마도?,Tal vez no sea venenosa... pero también podría envenenar...,Puede que no te envenene... o puede que sí lo haga...,Talvez não seja venenosa... mas também pode ser...,Może nie zatruć... ale może też zatruć...,Sie mag nicht giftig sein ... Oder vielleicht doch ...,"Возможно, не ядовита... а может, и ядовита...","Може, не отруйна... а може й отруйна..."
SNAKE_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","La ,la ,Una ,una ,de la ,a la ,a,la ","La ,la ,Una ,una ,de la ,a la ,a,la ","A ,a ,Uma ,uma ,a,sua ","jego,Węża,Wężowi,Węża,,y","Die ,die ,Eine ,eine ,ihr,die ,sie,von der,,,Schlange,Schlange,Schlange,Schlange","змея,змеи,змее,змею,змее,,а,ена,ась,ет,её","змія,змії,змії,змію,змії,,ла,а,е,ить,її"
SPIDER_NAME,Spider,Araignée,Ragno,スパイダー,거미,Araña,Araña,Aranha,Pająk,Spinne,Паук,Павук
SPIDER_DESC,"It's not a bug, but Insecticide will work just as well.","Ce n'est pas un insecte, pourtant l'Insecticide fonctionne très bien sur elle.","Non è un insetto, ma l'insetticida funziona lo stesso.",さっちゅうざいを　ためしてみる？,벌레는 아니지만 징그러우니 살충제가 먹힌다.,"No es un insecto, pero el insecticida funcionará igual de bien.","No es un insecto, pero el Insecticida funcionará de todas formas.","Não é um inseto, mas inseticida ainda é bem efetivo.","To nie owad, ale insektycyd zadziała równie dobrze.","Sie ist kein Käfer, Insektizide helfen aber trotzdem.","Хоть это и не насекомое, но аэрозоль тут сработает на ура.",
SPIDER_ART,"The ,the ,A ,a ,its","L',l',Une ,une ,de l',à l',e,la ,se","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","La ,la ,Una ,una ,de la ,a la ,a,la ","La ,la ,Una ,una ,de la ,a la ,a,la ","A ,a ,Uma ,uma ,a,sua ","jego,Pająka,Pająkowi,Pająka,,y","Die ,die ,Eine ,eine ,ihr,die ,sie,von der,,,Spinne,Spinne,Spinne,Spinne","паук,паука,пауку,паука,пауке,,,ён,ся,ет,его","павук,павука,павуку,павука,павуці,,в,ий,е,ить,його"
STARBOMB_NAME,Star Bomber,Déflagratœuf,Scoppiotto,スターマイナー,스타마이너,Bombardero estrella,Bombardero estrella,Bombardeiro Estrela,Gwiezdny Bombowiec,Sternenbomber,Звёздный подрывник,Зірковий підривник
STARBOMB_DESC,"It carries, and likes to use, Bombs.",Il transporte des bombes... et les utilise souvent.,"Ha con sé delle bombe, e gli piace usarle.",ボムを　もっていて　よく　つかう。,폭탄 던지는 걸 좋아하는 모양이다.,Lleva y le gusta usar bombas.,"Lleva bombas, y le gusta usarlas.",Ele carrega Bombas e gosta de usá-las.,Nosi i lubi używać bomb.,Es trägt und nutzt gerne Bomben.,"Носит с собой бомбы, а ещё любит их использовать.",
STARBOMB_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Lo ,lo ,Uno ,uno ,dello ,allo ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Gwiezdnego Bombowca,Gwiezdnemu Bombowcowi,Gwiezdnego Bombowca,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Sternenbomber,Sternenbombers,Sternenbomber,Sternenbomber","звёздный подрывник,звёздного подрывника,звёздному подрывнику,звёздного подрывника,звёздном подрывнике,,,ён,ся,ет,его","зірковий підривник,зіркового підривника,зірковому підривнику,зіркового підривника,зірковому підривнику,,в,ий,е,ить,його"
STARMAN_NAME,Starman,Starman,Starman,スターマン,스타맨,Starman,Starman,Starman,Starman,Starman,Стармен,Стармен
STARMAN_DESC,He is done waiting in the sky.,Il ne peut plus se contenter d'attendre au milieu des étoiles.,Ha smesso di attendere in cielo.,とおい　ほしから　きた　おとこ。,하늘에서의 기약 없는 기다림은 끝이다.,Ya terminó de esperar en el cielo.,Ya ha terminado de esperar en el cielo.,Ele cansou de esperar nos céus.,Skończył z czekaniem w niebie.,"Er hat es satt, im Himmel zu warten.",Он уже не может ждать среди звёзд.,
STARMAN_ART,"The ,the ,A ,a ,his","Le ,le ,Un ,un ,du ,au ,,le ,x","Lo ,lo ,Uno ,uno ,dello ,allo ,o,il ",,"은,이,을,과,으로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Starmana,Starmanowi,Starmana,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Starman,Starmans,Starman,Starman","стармен,стармена,стармену,стармена,стармене,,,ён,ся,ет,его","стармен,стармена,стармену,стармена,стармені,,в,ий,е,ить,його"
STARMANJR_NAME,Starman Jr.,Starman Jr,Starman Jr.,スターマンのむすこ,스타맨 주니어,Starman Jr.,Starman Jr.,Starman Jr.,Starman Jr,Starman Jr.,Стармен-младший,Стармен молодший
STARMANJR_DESC,"He is small, but it is obvious he is a spaceman.","Il a beau être petit, ça n'en est pas moins un alien.","È piccolo, ma viene evidentemente dallo spazio.",まだ　ちいさいが　あきらかに　うちゅうじんだ。,크기는 조그마해도 외계인임은 확실하다.,"Él es pequeño, pero es obvio que es un astronauta.","Es pequeño, pero es obvio que es un extraterrestre.","É pequeno, mas claramente um ser do espaço.","Jest mały, ale to oczywiste, że jest z kosmosu.","Er ist klein, aber offensichtlich Raumfahrer.","Хоть он и маленький, но всё ещё пришелец.",
STARMANJR_ART,"The ,the ,A ,a ,his","Le ,le ,Un ,un ,du ,au ,,le ,x","Lo ,lo ,Uno ,uno ,dello ,allo ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Starmana Jr,Starmanowi Jr,Starmana Jr,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Starman Jr.,Starman Jrs.,Starman Jr.,Starman Jr.","стармен-младший,стармена-младшего,стармену-младшему,стармена-младшего,стармене-младшем,,,ён,ся,ет,его","стармен молодший,стармена молодшого,стармену молодшому,стармена молодшого,стармені молодшому,,в,ий,е,ить,його"
STARMANSUPER_NAME,Starman Super,Super Starman,Starman Super,スーパースターマン,슈퍼 스타맨,Super Starman,Starman Súper,Starman Super,Starman Super,Super Starman,Суперстармен,Стармен супер
STARMANSUPER_DESC,The strongest of the Starmen.,Le Starman le plus puissant qui existe.,Lo Starman più forte.,もっとも　つよい　スターマン。,이 녀석은 스타맨 중에서도 최강.,El más fuerte de los Starmen.,El más fuerte de los Starmen.,O mais forte dos Starman.,Najsilniejszy ze Starmenów.,Der stärkste aller Starmen.,Сильнейший из старменов.,
STARMANSUPER_ART,"The ,the ,A ,a ,his","Le ,le ,Un ,un ,du ,au ,,le ,x","Lo ,lo ,Uno ,uno ,dello ,allo ,o,il ",,"은,이,을,과,으로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Starmana Super,Starmanowi Super,Starmana Super,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Super Starman,Super Starmans,Super Starman,Super Starman","суперстармен,суперстармена,суперстармену,суперстармена,суперстармене,,,ён,ся,ет,его","стармен супер,стармена супер,стармену супер,стармена супер,стармені супер,,в,ий,е,ить,його"
STRAYDOG_NAME,Stray Dog,Chien errant,Cane randagio,のらイヌ,들개,Perro callejero,Perro callejero,Cachorro de Rua,Bezpański Pies,Streuner,Бродячий пёс,Бродячий собака
STRAYDOG_DESC,I wonder if it has rabies?,Je me demande s'il n'aurait pas la rage ?,Dici che ha la rabbia?,きょうけんびょうに　かんせんしていなければ　いいけど。,광견병이라도 걸렸나?,¿Me pregunto si tendrá rabia?,Me pregunto si tendrá la rabia...,Espero que não tenha raiva.,Ciekawe czy ma wściekliznę...,"Ich frage mich, ob er Tollwut hat?","Интересно, у него есть бешенство?","Цікаво, чи має він сказ?"
STRAYDOG_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Bezpańskiego Psa,Bezpańskiemu Psu,Bezpańskiego Psa,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Streuner,Streuners,Streuner,Streuner","бродячий пёс,бродячего пса,бродячему псу,бродячего пса,бродячем псе,,,ён,ся,ет,его","бродячий собака,бродячої собаки,бродячій собаці,бродячу собаку,бродячій собаці,,в,ий,е,ить,його"
STRUTTINEVILMUSHROOM_NAME,Struttin' Evil Mushroom,Champinocif vicieux,Fungo malvagio vagante,いけないキノコ,안되는버섯,Hongonoso,Pavoseta,Cogumelo Arrogante,Złowrogi Grzyb,Gemeiner Stolzierpilz,Злющая шаганка,Злий крокумор
